DISTRICT,Year,Murder,Dacoity
ADILABAD,2001,0,0
ANANTAPUR,2001,0,0
CHITTOOR,2001,0,0
CUDDAPAH,2001,0,0
EAST GODAVARI,2001,0,0
GUNTAKAL RLY.,2001,0,0
GUNTUR,2001,0,0
HYDERABAD CITY,2001,0,0
KARIMNAGAR,2001,0,0
KHAMMAM,2001,1,0
KRISHNA,2001,0,0
KURNOOL,2001,0,0
MAHABOOBNAGAR,2001,1,0
MEDAK,2001,0,0
NALGONDA,2001,1,0
NELLORE,2001,1,0
NIZAMABAD,2001,0,0
PRAKASHAM,2001,0,0
RANGA REDDY,2001,0,0
SECUNDERABAD RLY.,2001,0,0
SRIKAKULAM,2001,0,0
VIJAYAWADA,2001,0,0
VIJAYAWADA RLY.,2001,0,0
VISAKHA RURAL,2001,0,0
VISAKHAPATNAM,2001,0,0
VIZIANAGARAM,2001,0,0
WARANGAL,2001,0,0
WEST GODAVARI,2001,0,0
TOTAL,2001,4,0
CHANGLANG,2001,0,0
DIBANG VALLEY,2001,0,0
KAMENG EAST,2001,0,0
KAMENG WEST,2001,0,0
LOHIT,2001,1,0
PAPUM PARE,2001,1,0
SIANG EAST,2001,2,0
SIANG UPPER,2001,0,0
SIANG WEST,2001,0,0
SUBANSIRI LOWER,2001,0,0
SUBANSIRI UPPER,2001,0,0
TAWANG,2001,0,0
TIRAP,2001,0,0
TOTAL,2001,4,0
BARPETA,2001,0,0
BONGAIGAON,2001,0,0
C.I.D.,2001,0,0
CACHAR,2001,0,0
DARRANG,2001,0,0
DHEMAJI,2001,0,0
DHUBRI,2001,0,0
DIBRUGARH,2001,0,0
G.R.P.,2001,0,0
GOALPARA,2001,0,0
GOLAGHAT,2001,0,0
GUWAHATI CITY,2001,0,0
HAILAKANDI,2001,0,0
JORHAT,2001,0,0
KAMRUP,2001,0,0
KARBI ANGLONG,2001,0,0
KARIMGANJ,2001,0,0
KOKRAJHAR,2001,0,0
LAKHIMPUR,2001,0,0
MORIGAON,2001,0,0
N.C. HILLS,2001,0,0
NAGAON,2001,0,0
NALBARI,2001,0,0
R.P.O.,2001,0,0
SIBSAGAR,2001,0,0
SONITPUR,2001,0,0
TINSUKIA,2001,0,0
TOTAL,2001,0,0
ARARIA,2001,1,0
ARWAL,2001,0,0
AURANGABAD,2001,0,0
BAGAHA,2001,0,0
BANKA,2001,0,0
BEGUSARAI,2001,0,0
BETTIAH,2001,0,0
BHABHUA,2001,0,0
BHAGALPUR,2001,0,0
BHOJPUR,2001,0,0
BUXAR,2001,0,0
DARBHANGA,2001,0,0
GAYA,2001,0,0
GOPALGANJ,2001,0,0
JAMALPUR RLY.,2001,0,0
JAMUI,2001,0,0
JEHANABAD,2001,0,0
KATIHAR,2001,0,0
KATIHAR RLY.,2001,0,0
KHAGARIA,2001,0,0
KISHANGANJ,2001,0,0
LAKHISARAI,2001,0,0
MADHEPURA,2001,0,0
MADHUBANI,2001,0,0
MOTIHARI,2001,0,0
MUNGER,2001,0,0
MUZAFFARPUR,2001,0,0
MUZAFFARPUR RLY.,2001,0,0
NALANDA,2001,0,0
NAUGACHIA,2001,0,0
NAWADAH,2001,0,0
PATNA,2001,0,0
PATNA RLY.,2001,0,0
PURNEA,2001,0,0
ROHTAS,2001,0,0
SAHARSA,2001,0,0
SAMASTIPUR,2001,0,0
SARAN,2001,0,0
SHEIKHPURA,2001,0,0
SHEOHAR,2001,0,0
SITAMARHI,2001,0,0
SIWAN,2001,0,0
SUPAUL,2001,0,0
VAISHALI,2001,0,0
TOTAL,2001,1,0
BALRAMPUR,2001,0,0
BILASPUR,2001,3,0
BIZAPUR,2001,0,0
DANTEWARA,2001,0,0
DHAMTARI,2001,0,0
DURG,2001,0,0
GRP RAIPUR,2001,0,0
JAGDALPUR,2001,1,0
JANJGIR,2001,3,0
JASHPUR,2001,0,0
KANKER,2001,6,0
KORBA,2001,4,0
KORIYA,2001,0,0
MAHASAMUND,2001,0,0
RAIGARH,2001,0,0
RAIPUR,2001,0,1
RAJNANDGAON,2001,0,0
SARGUJA,2001,1,0
TOTAL,2001,18,1
NORTH GOA,2001,0,0
SOUTH GOA,2001,0,0
TOTAL,2001,0,0
AHMEDABAD COMMR.,2001,0,0
AHMEDABAD RURAL,2001,0,0
AHWA-DANG,2001,0,0
AMRELI,2001,0,0
ANAND,2001,0,0
BHARUCH,2001,0,0
BHAVNAGAR,2001,0,0
DAHOD,2001,0,12
GANDHINAGAR,2001,0,0
HIMATNAGAR,2001,0,0
JAMNAGAR,2001,0,0
JUNAGADH,2001,0,0
KHEDA NORTH,2001,0,0
KUTCH,2001,0,0
MEHSANA,2001,0,0
NARMADA,2001,0,0
NAVSARI,2001,0,0
PALANPUR,2001,1,0
PANCHMAHAL,2001,2,0
PATAN,2001,0,0
PORBANDAR,2001,0,0
RAJKOT COMMR.,2001,0,0
RAJKOT RURAL,2001,0,0
SURAT COMMR.,2001,0,0
SURAT RURAL,2001,1,0
SURENDRANAGAR,2001,0,0
VADODARA COMMR.,2001,1,0
VADODARA RURAL,2001,2,0
VALSAD,2001,0,0
W.RLY,2001,0,0
TOTAL,2001,7,12
AMBALA,2001,0,0
BHIWANI,2001,0,0
FARIDABAD,2001,0,0
FATEHABAD,2001,0,0
GRP,2001,0,0
GURGAON,2001,0,0
HISAR,2001,0,0
JHAJJAR,2001,0,0
JIND,2001,0,0
KAITHAL,2001,0,0
KARNAL,2001,0,0
KURUKSHETRA,2001,0,0
MAHENDERGARH,2001,0,0
PANCHKULA,2001,0,0
PANIPAT,2001,0,0
REWARI,2001,0,0
ROHTAK,2001,0,0
SIRSA,2001,0,0
SONIPAT,2001,0,0
YAMUNANAGAR,2001,0,0
TOTAL,2001,0,0
BILASPUR,2001,0,0
CHAMBA,2001,0,0
G.R.P.,2001,0,0
HAMIRPUR,2001,0,0
KANGRA,2001,0,0
KINNAUR,2001,0,0
KULLU,2001,0,0
LAHAUL-SPITI,2001,0,0
MANDI,2001,0,0
SHIMLA,2001,0,0
SIRMAUR,2001,0,0
SOLAN,2001,0,0
UNA,2001,0,0
TOTAL,2001,0,0
ANANTNAG,2001,0,0
ANANTNAG,2001,0,0
AWANTIPORA,2001,0,0
BARAMULLA,2001,0,0
BORDER,2001,0,0
BUDGAM,2001,0,0
CRIME JAMMU,2001,0,0
CRIME SRINAGAR,2001,0,0
DODA,2001,0,0
GANDERBAL,2001,0,0
JAMMU,2001,0,0
KARGIL,2001,0,0
KATHUA,2001,0,0
KULGAM,2001,0,0
KUPWARA,2001,0,0
LEH,2001,0,0
POONCH,2001,0,0
PULWAMA,2001,0,0
RAILWAYS,2001,0,0
RAJOURI,2001,0,0
RAMBAN,2001,0,0
REASI,2001,0,0
SRINAGAR,2001,0,0
UDHAMPUR,2001,0,0
TOTAL,2001,0,0
BOKARO,2001,0,0
CHAIBASA,2001,0,0
CHATRA,2001,1,0
DEOGHAR,2001,0,0
DHANBAD,2001,0,0
DHANBAD RLY.,2001,0,0
DUMKA,2001,0,0
GARHWA,2001,0,0
GIRIDIH,2001,0,0
GODDA,2001,0,0
GUMALA,2001,0,0
HAZARIBAGH,2001,0,0
JAMSHEDPUR,2001,0,0
JAMSHEDPUR RLY.,2001,0,0
JAMTARA,2001,0,0
KODERMA,2001,0,0
LATEHAR,2001,0,0
LOHARDAGGA,2001,0,0
PAKUR,2001,0,0
PALAMU,2001,0,0
RANCHI,2001,18,0
SAHEBGANJ,2001,1,0
SARAIKELA,2001,0,0
SIMDEGA,2001,0,0
TOTAL,2001,20,0
BAGALKOT,2001,0,0
BANGALORE COMMR.,2001,0,0
BANGALORE RURAL,2001,0,0
BELGAUM,2001,0,0
BELLARY,2001,0,0
BIDAR,2001,0,0
BIJAPUR,2001,0,0
CHAMARAJNAGAR,2001,0,0
CHICKMAGALUR,2001,0,0
CHITRADURGA,2001,0,0
DAKSHIN KANNADA,2001,0,0
DAVANAGERE,2001,0,0
DHARWAD COMMR.,2001,0,0
DHARWAD RURAL,2001,0,0
GADAG,2001,0,0
GULBARGA,2001,0,0
HASSAN,2001,0,0
HAVERI,2001,0,0
K.G.F.,2001,0,0
KODAGU,2001,1,0
KOLAR,2001,0,0
KOPPAL,2001,0,0
MANDYA,2001,0,0
MYSORE COMMR.,2001,0,0
MYSORE RURAL,2001,0,0
RAICHUR,2001,0,0
RAILWAYS,2001,0,0
SHIMOGA,2001,0,0
TUMKUR,2001,0,0
UDUPI,2001,0,0
UTTAR KANNADA,2001,0,0
TOTAL,2001,1,0
ALAPUZHA,2001,0,0
CBCID,2001,0,0
ERNAKULAM,2001,0,0
IDUKKI,2001,0,0
KANNUR,2001,1,0
KASARGOD,2001,0,0
KOLLAM,2001,0,0
KOTTAYAM,2001,0,0
KOZHIKODE,2001,0,0
MALAPPURAM,2001,0,0
PALAKKAD,2001,1,0
PATHANAMTHITTA,2001,0,0
RAILWAYS,2001,0,0
THRISSUR,2001,1,0
TRIVANDRUM,2001,0,0
WAYANADU,2001,1,0
TOTAL,2001,4,0
BALAGHAT,2001,1,0
BARWANI,2001,2,0
BETUL,2001,0,0
BHIND,2001,0,0
BHOPAL,2001,1,0
BHOPAL RLY.,2001,0,0
CHHATARPUR,2001,0,0
CHHINDWARA,2001,2,0
DAMOH,2001,0,0
DATIYA,2001,0,0
DEWAS,2001,0,0
DHAR,2001,3,0
DINDORI,2001,0,0
GUNA,2001,2,0
GWALIOR,2001,1,0
HARDA,2001,0,0
HOSHANGABAD,2001,1,0
INDORE,2001,0,0
INDORE RLY.,2001,0,0
JABALPUR,2001,2,0
JABALPUR RLY.,2001,0,0
JHABUA,2001,0,0
KATNI,2001,0,0
KHANDWA,2001,2,0
KHARGON,2001,0,0
MANDLA,2001,1,0
MANDSAUR,2001,0,0
MORENA,2001,0,0
NARSINGHPUR,2001,0,0
NEEMUCH,2001,0,0
PANNA,2001,1,0
RAISEN,2001,0,0
RAJGARH,2001,1,0
RATLAM,2001,1,0
REWA,2001,0,0
SAGAR,2001,1,0
SATNA,2001,0,0
SEONI,2001,0,0
SHAHDOL,2001,0,0
SHAJAPUR,2001,0,0
SHEOPUR,2001,1,0
SHIVPURI,2001,2,0
SIDHI,2001,0,0
SIHORE,2001,1,0
TIKAMGARH,2001,2,0
UJJAIN,2001,0,0
UMARIYA,2001,0,0
VIDISHA,2001,0,0
TOTAL,2001,28,0
AHMEDNAGAR,2001,1,0
AKOLA,2001,0,0
AMRAVATI COMMR.,2001,0,0
AMRAVATI RURAL,2001,0,0
AURANGABAD COMMR.,2001,0,0
AURANGABAD RURAL,2001,0,0
BEED,2001,0,0
BHANDARA,2001,0,0
BULDHANA,2001,0,0
CHANDRAPUR,2001,0,0
DHULE,2001,2,0
GADCHIROLI,2001,0,0
GONDIA,2001,0,0
HINGOLI,2001,0,0
JALGAON,2001,0,0
JALNA,2001,0,0
KOLHAPUR,2001,0,0
LATUR,2001,0,0
MUMBAI,2001,0,0
MUMBAI RLY.,2001,0,0
NAGPUR COMMR.,2001,0,0
NAGPUR RLY.,2001,1,0
NAGPUR RURAL,2001,0,0
NANDED,2001,0,0
NANDURBAR,2001,0,0
NASIK COMMR.,2001,0,0
NASIK RURAL,2001,1,0
NAVI MUMBAI,2001,0,0
OSMANABAD,2001,0,0
PARBHANI,2001,0,0
PUNE COMMR.,2001,0,0
PUNE RLY.,2001,0,0
PUNE RURAL,2001,1,0
RAIGAD,2001,0,0
RATNAGIRI,2001,0,0
SANGLI,2001,0,0
SATARA,2001,0,0
SINDHUDURG,2001,0,0
SOLAPUR COMMR.,2001,0,0
SOLAPUR RURAL,2001,0,0
THANE COMMR.,2001,0,0
THANE RURAL,2001,0,0
WARDHA,2001,0,0
WASHIM,2001,0,0
YAVATMAL,2001,0,0
TOTAL,2001,6,0
BISHNUPUR,2001,0,0
CHANDEL,2001,0,0
CHURACHANDPUR,2001,0,0
IMPHAL(EAST),2001,0,0
IMPHAL(WEST),2001,0,0
SENAPATI,2001,0,0
TAMENGLONG,2001,0,0
THOUBAL,2001,0,0
UKHRUL,2001,0,0
TOTAL,2001,0,0
GARO HILLS EAST,2001,0,0
GARO HILLS SOUTH,2001,0,0
GARO HILLS WEST,2001,0,0
JAINTIA HILLS,2001,0,0
KHASI HILLS EAST,2001,0,0
KHASI HILLS WEST,2001,0,0
RI-BHOI,2001,0,0
TOTAL,2001,0,0
AIZAWL,2001,0,0
CHAMPHAI,2001,0,0
KOLASIB,2001,0,0
LAWNGTLAI,2001,0,1
LUNGLEI,2001,0,0
MAMIT,2001,0,0
SAIHA,2001,0,0
SERCHHIP,2001,0,0
TOTAL,2001,0,1
DIMAPUR,2001,0,0
KIPHIRE,2001,0,0
KOHIMA,2001,24,1
MOKOKCHUNG,2001,0,0
MON,2001,2,0
PEREN,2001,0,0
PHEK,2001,6,1
TUENSANG,2001,0,0
WOKHA,2001,11,0
ZUNHEBOTO,2001,3,0
TOTAL,2001,46,2
ANGUL,2001,0,0
BALASORE,2001,0,0
BARAGARH,2001,0,0
BERHAMPUR,2001,0,0
BHADRAK,2001,0,0
BOLANGIR,2001,2,0
BOUDH,2001,0,0
CUTTACK,2001,0,0
DEOGARH,2001,0,0
DHENKANAL,2001,0,0
GAJAPATI,2001,1,0
GANJAM,2001,0,0
JAGATSINGHPUR,2001,0,0
JAJPUR,2001,0,0
JHARSUGUDA,2001,0,0
KALAHANDI,2001,0,0
KANDHAMAL,2001,0,0
KENDRAPARA,2001,0,0
KEONJHAR,2001,0,0
KHURDA,2001,0,0
KORAPUT,2001,0,0
MALKANGIR,2001,0,0
MAYURBHANJ,2001,0,0
NAYAGARH,2001,0,0
NOWRANGPUR,2001,0,0
NUAPADA,2001,0,0
PURI,2001,0,0
RAYAGADA,2001,0,0
ROURKELA,2001,0,0
SAMBALPUR,2001,0,0
SONEPUR,2001,0,0
SRP(CUTTACK),2001,0,0
SRP(ROURKELA),2001,0,0
SUNDARGARH,2001,1,0
TOTAL,2001,4,0
AMRITSAR,2001,0,0
BARNALA,2001,0,0
BATALA,2001,0,0
BHATINDA,2001,0,0
FARIDKOT,2001,0,0
FATEHGARH SAHIB,2001,0,0
FEROZEPUR,2001,0,0
G.R.P,2001,0,0
GURDASPUR,2001,0,0
HOSHIARPUR,2001,0,0
JAGRAON,2001,0,0
JALANDHAR,2001,0,0
KAPURTHALA,2001,0,0
KHANNA,2001,0,0
LUDHIANA,2001,0,0
MAJITHA,2001,0,0
MANSA,2001,0,0
MOGA,2001,0,0
MUKTSAR,2001,0,0
NAWAN SHAHR,2001,0,0
PATIALA,2001,0,0
ROPAR,2001,0,0
SANGRUR,2001,0,0
TARN TARAN,2001,0,0
TOTAL,2001,0,0
AJMER,2001,0,0
ALWAR,2001,0,0
BANSWARA,2001,0,0
BARAN,2001,1,0
BARMER,2001,0,0
BHARATPUR,2001,0,0
BHILWARA,2001,0,0
BIKANER,2001,0,0
BUNDI,2001,0,0
CHITTORGARH,2001,0,0
CHURU,2001,0,0
DAUSA,2001,2,0
DHOLPUR,2001,1,0
DUNGARPUR,2001,0,0
G.R.P.,2001,0,0
GANGANAGAR,2001,0,0
HANUMANGARH,2001,0,0
JAIPUR,2001,2,0
JAISALMER,2001,0,0
JALORE,2001,0,0
JHALAWAR,2001,1,0
JHUNJHUNU,2001,1,0
JODHPUR,2001,0,0
KARAULI,2001,0,0
KOTA,2001,3,0
NAGAUR,2001,0,0
PALI,2001,1,0
RAJSAMAND,2001,0,0
SAWAI MADHOPUR,2001,0,0
SIKAR,2001,0,0
SIROHI,2001,1,0
TONK,2001,0,0
UDAIPUR,2001,1,0
TOTAL,2001,14,0
EAST,2001,4,0
NORTH,2001,0,0
SOUTH,2001,2,0
WEST,2001,0,0
TOTAL,2001,6,0
ARIYALUR,2001,0,0
CHENGAI,2001,0,0
CHENNAI,2001,0,0
CHENNAI RLY.,2001,0,0
COIMBATORE RURAL,2001,0,0
COIMBATORE URBAN,2001,0,0
CUDDALORE,2001,0,0
DHARMAPURI,2001,0,0
DINDIGUL,2001,0,0
ERODE,2001,0,0
KANCHIPURAM,2001,0,0
KANYAKUMARI,2001,0,0
KARUR,2001,0,0
MADURAI RURAL,2001,0,0
MADURAI URBAN,2001,0,0
NAGAPATTINAM,2001,0,0
NAMAKKAL,2001,0,0
NILGIRIS,2001,0,0
PERAMBALUR,2001,0,0
PUDUKOTTAI,2001,0,0
RAMNATHAPURAM,2001,0,0
SALEM RURAL,2001,0,0
SALEM URBAN,2001,0,0
SIVAGANGAI,2001,0,0
THANJAVUR,2001,0,0
THENI,2001,0,0
THIRUNELVELI RURAL,2001,0,0
THIRUNELVELI URBAN,2001,0,0
THIRUVALLUR,2001,0,0
THIRUVANNAMALAI,2001,0,0
THIRUVARUR,2001,0,0
THOOTHUGUDI,2001,0,0
TRICHY RLY.,2001,0,0
TRICHY RURAL,2001,0,0
TRICHY URBAN,2001,0,0
VELLORE,2001,0,0
VILLUPURAM,2001,0,0
VIRUDHUNAGAR,2001,0,0
TOTAL,2001,0,0
DHALAI,2001,0,0
NORTH,2001,0,0
SOUTH,2001,0,0
WEST,2001,0,0
TOTAL,2001,0,0
AGRA,2001,0,0
ALIGARH,2001,2,0
ALLAHABAD,2001,0,0
AMBEDKAR NAGAR,2001,0,0
AURAIYA,2001,0,0
AZAMGARH,2001,0,0
BADAUN,2001,0,0
BAGHPAT,2001,0,0
BAHRAICH,2001,0,0
BALLIA,2001,0,0
BALRAMPUR,2001,0,0
BANDA,2001,0,0
BARABANKI,2001,0,0
BAREILLY,2001,0,0
BASTI,2001,0,0
BIJNOR,2001,0,0
BULANDSHAHAR,2001,0,0
CHANDOLI,2001,0,0
CHITRAKOOT DHAM,2001,0,0
DEORIA,2001,0,0
ETAH,2001,0,0
ETAWAH,2001,0,0
FAIZABAD,2001,0,0
FATEHGARH,2001,0,0
FATEHPUR,2001,0,0
FIROZABAD,2001,0,0
G.R.P.,2001,0,0
GAUTAMBUDH NAGAR,2001,0,0
GHAZIABAD,2001,0,0
GHAZIPUR,2001,0,0
GONDA,2001,0,0
GORAKHPUR,2001,0,0
HAMIRPUR,2001,0,0
HARDOI,2001,0,0
HATHRAS,2001,0,0
J.P.NAGAR,2001,0,0
JALAUN,2001,0,0
JAUNPUR,2001,0,0
JHANSI,2001,0,0
KANNAUJ,2001,0,0
KANPUR DEHAT,2001,0,0
KANPUR NAGAR,2001,0,0
KAUSHAMBI,2001,0,0
KHIRI,2001,0,0
KUSHI NAGAR,2001,0,0
LALITPUR,2001,0,0
LUCKNOW,2001,0,0
MAHARAJGANJ,2001,0,0
MAHOBA,2001,0,0
MAINPURI,2001,0,0
MATHURA,2001,0,0
MAU,2001,0,0
MEERUT,2001,0,0
MIRZAPUR,2001,0,0
MORADABAD,2001,1,0
MUZAFFARNAGAR,2001,0,0
PILIBHIT,2001,0,0
PRATAPGARH,2001,0,0
RAIBAREILLY,2001,0,0
RAMPUR,2001,0,0
SAHARANPUR,2001,0,0
SANT KABIRNAGAR,2001,0,0
SHAHJAHANPUR,2001,0,0
SHRAWASTI,2001,0,0
SIDHARTHNAGAR,2001,0,0
SITAPUR,2001,0,0
SONBHADRA,2001,0,0
ST.RAVIDASNAGAR,2001,0,0
SULTANPUR,2001,0,0
UNNAO,2001,0,0
VARANASI,2001,0,0
TOTAL,2001,3,0
ALMORA,2001,0,0
BAGESHWAR,2001,0,0
CHAMOLI,2001,0,0
CHAMPAWAT,2001,0,0
DEHRADUN,2001,0,0
HARIDWAR,2001,0,0
NAINITAL,2001,0,0
PAURI GARHWAL,2001,0,0
PITHORAGARH,2001,0,0
RUDRA PRAYAG,2001,0,0
TEHRI GARHWAL,2001,0,0
UDHAMSINGH NAGAR,2001,1,0
UTTARKASHI,2001,0,0
TOTAL,2001,1,0
24 PARGANAS NORTH,2001,0,0
24 PARGANAS SOUTH,2001,0,0
ASANSOL,2001,0,0
BANKURA,2001,0,0
BIRBHUM,2001,0,0
BURDWAN,2001,0,0
COOCHBEHAR,2001,0,0
DAKSHIN DINAJPUR,2001,0,0
DARJEELING,2001,0,0
HOOGHLY,2001,0,0
HOWRAH,2001,0,0
HOWRAH CITY,2001,0,0
HOWRAH G.R.P.,2001,0,0
JALPAIGURI,2001,0,0
KOLKATA,2001,0,0
MALDA,2001,0,0
MIDNAPUR,2001,0,0
MURSHIDABAD,2001,0,0
NADIA,2001,0,0
PURULIA,2001,0,0
SEALDAH G.R.P.,2001,0,0
SILIGURI G.R.P.,2001,0,0
UTTAR DINAJPUR,2001,0,0
TOTAL,2001,0,0
ANDAMAN,2001,0,0
NICOBAR,2001,0,0
TOTAL,2001,0,0
CHANDIGARH,2001,0,0
TOTAL,2001,0,0
D and N HAVELI,2001,0,0
TOTAL,2001,0,0
DAMAN,2001,0,0
DIU,2001,0,0
TOTAL,2001,0,0
CENTRAL,2001,0,0
EAST,2001,0,0
G.R.P.(RLY),2001,0,0
I.G.I.AIRPORT,2001,0,0
NEW DELHI,2001,0,0
NORTH,2001,0,0
NORTH EAST,2001,0,0
NORTH WEST,2001,0,0
S.T.F.,2001,0,0
SOUTH,2001,0,0
SOUTH WEST,2001,0,0
WEST,2001,0,0
TOTAL,2001,0,0
LAKSHADWEEP,2001,0,0
TOTAL,2001,0,0
PONDICHERRY,2001,0,0
TOTAL,2001,0,0
ADILABAD,2002,0,0
ANANTAPUR,2002,0,0
CHITTOOR,2002,0,0
CUDDAPAH,2002,0,0
EAST GODAVARI,2002,0,0
GUNTAKAL RLY.,2002,0,0
GUNTUR,2002,0,0
HYDERABAD CITY,2002,0,0
KARIMNAGAR,2002,1,0
KHAMMAM,2002,0,0
KRISHNA,2002,0,0
KURNOOL,2002,0,0
MAHABOOBNAGAR,2002,1,0
MEDAK,2002,0,0
NALGONDA,2002,0,0
NELLORE,2002,0,0
NIZAMABAD,2002,0,0
PRAKASHAM,2002,0,0
RANGA REDDY,2002,0,0
SECUNDERABAD RLY.,2002,0,0
SRIKAKULAM,2002,0,0
VIJAYAWADA,2002,0,0
VIJAYAWADA RLY.,2002,0,0
VISAKHA RURAL,2002,0,0
VISAKHAPATNAM,2002,0,0
VIZIANAGARAM,2002,0,0
WARANGAL,2002,0,0
WEST GODAVARI,2002,0,0
TOTAL,2002,2,0
CHANGLANG,2002,1,0
DIBANG VALLEY,2002,0,0
KAMENG EAST,2002,0,0
KAMENG WEST,2002,0,0
LOHIT,2002,0,0
PAPUM PARE,2002,1,0
SIANG EAST,2002,0,0
SIANG UPPER,2002,0,0
SIANG WEST,2002,0,0
SUBANSIRI LOWER,2002,0,0
SUBANSIRI UPPER,2002,0,0
TAWANG,2002,0,0
TIRAP,2002,0,0
TOTAL,2002,2,0
BARPETA,2002,0,0
BONGAIGAON,2002,0,0
C.I.D.,2002,0,0
CACHAR,2002,0,0
DARRANG,2002,0,0
DHEMAJI,2002,0,0
DHUBRI,2002,0,0
DIBRUGARH,2002,0,0
G.R.P.,2002,0,0
GOALPARA,2002,0,0
GOLAGHAT,2002,1,0
GUWAHATI CITY,2002,0,0
HAILAKANDI,2002,0,0
JORHAT,2002,0,0
KAMRUP,2002,0,0
KARBI ANGLONG,2002,0,0
KARIMGANJ,2002,0,0
KOKRAJHAR,2002,0,0
LAKHIMPUR,2002,0,0
MORIGAON,2002,0,0
N.C.HILLS,2002,5,0
NAGAON,2002,0,0
NALBARI,2002,0,0
R.P.O.,2002,0,0
SIBSAGAR,2002,0,0
SONITPUR,2002,0,0
TINSUKIA,2002,0,0
TOTAL,2002,6,0
ARARIA,2002,3,0
ARWAL,2002,0,0
AURANGABAD,2002,0,0
BAGAHA,2002,0,0
BANKA,2002,0,0
BEGUSARAI,2002,0,0
BETTIAH,2002,0,0
BHABHUA,2002,0,0
BHAGALPUR,2002,0,0
BHOJPUR,2002,0,0
BUXAR,2002,0,0
DARBHANGA,2002,0,0
GAYA,2002,0,0
GOPALGANJ,2002,0,0
JAMALPUR RLY.,2002,0,0
JAMUI,2002,0,0
JEHANABAD,2002,2,0
KATIHAR,2002,0,0
KATIHAR RLY.,2002,0,0
KHAGARIA,2002,0,0
KISHANGANJ,2002,0,0
LAKHISARAI,2002,0,0
MADHEPURA,2002,0,0
MADHUBANI,2002,0,0
MOTIHARI,2002,0,0
MUNGER,2002,0,0
MUZAFFARPUR,2002,0,0
MUZAFFARPUR RLY.,2002,0,0
NALANDA,2002,0,0
NAUGACHIA,2002,0,0
NAWADAH,2002,0,0
PATNA,2002,0,0
PATNA RLY.,2002,0,0
PURNEA,2002,0,0
ROHTAS,2002,0,0
SAHARSA,2002,0,0
SAMASTIPUR,2002,0,0
SARAN,2002,0,0
SHEIKHPURA,2002,0,0
SHEOHAR,2002,0,0
SITAMARHI,2002,0,0
SIWAN,2002,0,0
SUPAUL,2002,0,0
VAISHALI,2002,0,0
TOTAL,2002,5,0
BALRAMPUR,2002,0,0
BILASPUR,2002,1,0
BIZAPUR,2002,0,0
DANTEWARA,2002,0,0
DHAMTARI,2002,0,0
DURG,2002,3,0
GRP RAIPUR,2002,0,0
JAGDALPUR,2002,1,0
JANJGIR,2002,1,0
JASHPUR,2002,0,0
KABIRDHAM,2002,0,0
KANKER,2002,4,0
KORBA,2002,1,0
KORIYA,2002,1,0
MAHASAMUND,2002,0,0
RAIGARH,2002,0,0
RAIPUR,2002,0,0
RAJNANDGAON,2002,0,0
SARGUJA,2002,0,0
TOTAL,2002,12,0
NORTH GOA,2002,0,0
SOUTH GOA,2002,0,0
TOTAL,2002,0,0
AHMEDABAD COMMR.,2002,1,0
AHMEDABAD RURAL,2002,0,0
AHWA-DANG,2002,0,0
AMRELI,2002,0,0
ANAND,2002,0,0
BHARUCH,2002,0,1
BHAVNAGAR,2002,0,0
DAHOD,2002,0,17
GANDHINAGAR,2002,0,0
HIMATNAGAR,2002,0,0
JAMNAGAR,2002,0,0
JUNAGADH,2002,0,0
KHEDA NORTH,2002,0,0
KUTCH,2002,1,0
MEHSANA,2002,0,0
NARMADA,2002,0,0
NAVSARI,2002,0,0
PALANPUR,2002,1,0
PANCHMAHAL,2002,1,0
PATAN,2002,0,0
PORBANDAR,2002,0,0
RAJKOT COMMR.,2002,0,0
RAJKOT RURAL,2002,0,0
SURAT COMMR.,2002,0,0
SURAT RURAL,2002,6,0
SURENDRANAGAR,2002,1,0
VADODARA COMMR.,2002,0,0
VADODARA RURAL,2002,2,0
VALSAD,2002,3,0
W.RLY,2002,0,0
TOTAL,2002,16,18
AMBALA,2002,0,0
BHIWANI,2002,0,0
FARIDABAD,2002,0,0
FATEHABAD,2002,0,0
GRP,2002,0,0
GURGAON,2002,0,0
HISSAR,2002,0,0
JHAJJAR,2002,0,0
JIND,2002,0,0
KAITHAL,2002,0,0
KARNAL,2002,0,0
KURUKSHETRA,2002,0,0
MAHENDRAGARH,2002,0,0
PANCHKULA,2002,0,0
PANIPAT,2002,0,0
REWARI,2002,0,0
ROHTAK,2002,0,0
SIRSA,2002,0,0
SONIPAT,2002,0,0
YAMUNANAGAR,2002,0,0
TOTAL,2002,0,0
BILASPUR,2002,0,0
CHAMBA,2002,0,0
G.R.P.,2002,0,0
HAMIRPUR,2002,0,0
KANGRA,2002,0,0
KINNAUR,2002,0,0
KULLU,2002,0,0
LAHAUL-SPITI,2002,0,0
MANDI,2002,0,0
SHIMLA,2002,0,0
SIRMAUR,2002,0,0
SOLAN,2002,0,0
UNA,2002,0,0
TOTAL,2002,0,0
ANANTNAG,2002,0,0
AWANTIPORA,2002,0,0
BARAMULLA,2002,0,0
BORDER,2002,0,0
BUDGAM,2002,0,0
CRIME JAMMU,2002,0,0
CRIME SRINAGAR,2002,0,0
DODA,2002,0,0
GANDERBAL,2002,0,0
HANDWARA,2002,0,0
JAMMU,2002,0,0
KARGIL,2002,0,0
KATHUA,2002,0,0
KULGAM,2002,0,0
